Date,Open,High,Low,Close,Adj Close,Volume
03-01-17,62.79000092,62.84000015,62.13000107,62.58000183,56.8281517,20694100
04-01-17,62.47999954,62.75,62.11999893,62.29999924,56.57388687,21340000
05-01-17,62.18999863,62.65999985,62.02999878,62.29999924,56.57388687,24876000
06-01-17,62.29999924,63.15000153,62.04000092,62.84000015,57.06424332,19922900
09-01-17,62.75999832,63.08000183,62.54000092,62.63999939,56.88262177,20382700
10-01-17,62.72999954,63.06999969,62.27999878,62.61999893,56.86447144,18593000
11-01-17,62.61000061,63.22999954,62.43000031,63.18999863,57.38208008,21517300
12-01-17,63.06000137,63.40000153,61.95000076,62.61000061,56.85538101,20968200
13-01-17,62.61999893,62.86999893,62.34999847,62.70000076,56.9371109,19422300
17-01-17,62.68000031,62.70000076,62.02999878,62.52999878,56.78274536,20664000
18-01-17,62.66999817,62.70000076,62.11999893,62.5,56.75549698,19670100
19-01-17,62.24000168,62.97999954,62.20000076,62.29999924,56.57388687,18451700
20-01-17,62.66999817,62.81999969,62.36999893,62.74000168,56.97344589,30213500
23-01-17,62.70000076,63.11999893,62.56999969,62.95999908,57.17321014,23097600
24-01-17,63.20000076,63.74000168,62.93999863,63.52000046,57.68174744,24672900
25-01-17,63.95000076,64.09999847,63.45000076,63.68000031,57.82703018,23672700
26-01-17,64.12000275,64.54000092,63.54999924,64.26999664,58.36280441,43554600
27-01-17,65.38999939,65.91000366,64.88999939,65.77999878,59.73402405,44818000
30-01-17,65.69000244,65.79000092,64.80000305,65.12999725,59.14375687,31651400
31-01-17,64.86000061,65.15000153,64.26000214,64.65000153,58.70789719,25270500
01-02-17,64.36000061,64.62000275,63.47000122,63.58000183,57.73623276,39671500
02-02-17,63.25,63.40999985,62.75,63.16999817,57.36392212,45827000
03-02-17,63.5,63.70000076,63.06999969,63.68000031,57.82703018,30301800
06-02-17,63.5,63.65000153,63.13999939,63.63999939,57.79071045,19796400
07-02-17,63.74000168,63.77999878,63.22999954,63.43000031,57.60003281,20277200
08-02-17,63.56999969,63.81000137,63.22000122,63.34000015,57.51829529,18096400
09-02-17,63.52000046,64.44000244,63.31999969,64.05999756,58.17211533,22644400
10-02-17,64.25,64.30000305,63.97999954,64,58.11763,18170700
13-02-17,64.23999786,64.86000061,64.12999725,64.72000122,58.77146149,22920100
14-02-17,64.41000366,64.72000122,64.01999664,64.56999969,58.99071503,23108400
15-02-17,64.5,64.56999969,64.16000366,64.52999878,58.95415497,17005200
16-02-17,64.73999786,65.23999786,64.44000244,64.51999664,58.94504166,20546300
17-02-17,64.47000122,64.69000244,64.30000305,64.62000275,59.03639984,21248800
21-02-17,64.61000061,64.94999695,64.44999695,64.48999786,58.91762543,20655900
22-02-17,64.33000183,64.38999939,64.05000305,64.36000061,58.79886246,19292700
23-02-17,64.41999817,64.73000336,64.19000244,64.62000275,59.03639984,20273100
24-02-17,64.52999878,64.80000305,64.13999939,64.62000275,59.03639984,21796800
27-02-17,64.54000092,64.54000092,64.05000305,64.23000336,58.68009567,15871500
28-02-17,64.08000183,64.19999695,63.75999832,63.97999954,58.45169449,23239800
01-03-17,64.12999725,64.98999786,64.01999664,64.94000244,59.32875061,26937500
02-03-17,64.69000244,64.75,63.88000107,64.01000214,58.4791069,24539600
03-03-17,63.99000168,64.27999878,63.61999893,64.25,58.69836426,18135900
06-03-17,63.97000122,64.55999756,63.81000137,64.26999664,58.71663284,18750300
07-03-17,64.19000244,64.77999878,64.19000244,64.40000153,58.83540344,18521000
08-03-17,64.26000214,65.08000183,64.25,64.98999786,59.37442398,21510900
09-03-17,65.19000244,65.19999695,64.48000336,64.73000336,59.13689041,19846800
10-03-17,65.11000061,65.26000214,64.75,64.93000031,59.3196106,19538200
13-03-17,65.01000214,65.19000244,64.56999969,64.70999908,59.11862183,20100000
14-03-17,64.52999878,64.55000305,64.15000153,64.41000366,58.84454727,14280200
15-03-17,64.55000305,64.91999817,64.25,64.75,59.15516663,24833800
16-03-17,64.75,64.76000214,64.30000305,64.63999939,59.0546608,20674300
17-03-17,64.91000366,65.23999786,64.68000031,64.87000275,59.26480103,49219700
20-03-17,64.91000366,65.18000031,64.72000122,64.93000031,59.3196106,14598100
21-03-17,65.19000244,65.5,64.12999725,64.20999908,58.66181946,26640500
22-03-17,64.12000275,65.13999939,64.12000275,65.02999878,59.41095734,20680000
23-03-17,64.94000244,65.23999786,64.76999664,64.87000275,59.26480103,19269200
24-03-17,65.36000061,65.44999695,64.76000214,64.98000336,59.36529541,22617100
27-03-17,64.62999725,65.22000122,64.34999847,65.09999847,59.47491837,18614700
28-03-17,64.95999908,65.47000122,64.65000153,65.29000092,59.64851761,20080400
29-03-17,65.12000275,65.5,64.94999695,65.47000122,59.81295776,13618400
30-03-17,65.41999817,65.98000336,65.36000061,65.70999908,60.03221512,15122800
31-03-17,65.65000153,66.19000244,65.44999695,65.86000061,60.16925812,21040300
03-04-17,65.80999756,65.94000244,65.19000244,65.55000305,59.8860321,20400900
04-04-17,65.38999939,65.80999756,65.27999878,65.73000336,60.05049515,12997400
05-04-17,66.30000305,66.34999847,65.44000244,65.55999756,59.89516449,21448600
06-04-17,65.59999847,66.05999756,65.48000336,65.73000336,60.05049515,18103500
07-04-17,65.84999847,65.95999908,65.44000244,65.68000031,60.00479507,14108500
10-04-17,65.61000061,65.81999969,65.36000061,65.52999878,59.8677597,17952700
11-04-17,65.59999847,65.61000061,64.84999847,65.48000336,59.82208633,18791500
12-04-17,65.41999817,65.51000214,65.11000061,65.23000336,59.59368515,17108500
13-04-17,65.29000092,65.86000061,64.94999695,64.94999695,59.33787537,17896500
17-04-17,65.04000092,65.48999786,65.01000214,65.48000336,59.82208633,16689300
18-04-17,65.33000183,65.70999908,65.16000366,65.38999939,59.73984909,15155600
19-04-17,65.65000153,65.75,64.88999939,65.04000092,59.42010117,26992800
20-04-17,65.45999908,65.75,65.13999939,65.5,59.84036255,22299500
21-04-17,65.66999817,66.69999695,65.44999695,66.40000153,60.66260147,32522600
24-04-17,67.48000336,67.66000366,67.09999847,67.52999878,61.69494629,29770000
25-04-17,67.90000153,68.04000092,67.59999847,67.91999817,62.05125046,30242700
26-04-17,68.08000183,68.30999756,67.62000275,67.83000183,61.9690361,26190800
27-04-17,68.15000153,68.37999725,67.58000183,68.26999664,62.3710022,34971000
28-04-17,68.91000366,69.13999939,67.69000244,68.45999908,62.54459381,39548800
01-05-17,68.68000031,69.55000305,68.5,69.41000366,63.41250229,31954400
02-05-17,69.70999908,69.70999908,69.12999725,69.30000305,63.31199646,23906100
03-05-17,69.37999725,69.37999725,68.70999908,69.08000183,63.11100769,28928000
04-05-17,69.02999878,69.08000183,68.63999939,68.80999756,62.86433792,21749400
05-05-17,68.90000153,69.02999878,68.48999786,69,63.03794479,19128800
08-05-17,68.97000122,69.05000305,68.41999817,68.94000244,62.98311996,18566100
09-05-17,68.86000061,69.27999878,68.68000031,69.04000092,63.07447815,22858400
10-05-17,68.98999786,69.55999756,68.91999817,69.30999756,63.32115173,17977800
11-05-17,68.36000061,68.73000336,68.12000275,68.45999908,62.54459381,28789400
12-05-17,68.61000061,68.61000061,68.04000092,68.37999725,62.47148895,18714100
15-05-17,68.13999939,68.48000336,67.56999969,68.43000031,62.51717377,31530300
16-05-17,68.23000336,69.44000244,68.16000366,69.41000366,63.77598572,34956000
17-05-17,68.88999939,69.09999847,67.43000031,67.48000336,62.00264359,30548800
18-05-17,67.40000153,68.12999725,67.13999939,67.70999908,62.21396255,25201300
19-05-17,67.5,68.09999847,67.43000031,67.69000244,62.1955986,26961100
22-05-17,67.88999939,68.5,67.5,68.44999695,62.89390564,16237600
23-05-17,68.72000122,68.75,68.37999725,68.68000031,63.10525131,15425800
24-05-17,68.87000275,68.87999725,68.44999695,68.76999664,63.18793106,14593900
25-05-17,68.97000122,69.87999725,68.91000366,69.62000275,63.96891785,21854100
26-05-17,69.80000305,70.22000122,69.51999664,69.95999908,64.28134155,19827900
30-05-17,69.79000092,70.41000366,69.76999664,70.41000366,64.69480133,17072800
31-05-17,70.52999878,70.73999786,69.80999756,69.83999634,64.17108917,30436400
01-06-17,70.23999786,70.61000061,69.44999695,70.09999847,64.40998077,21603600
02-06-17,70.44000244,71.86000061,70.23999786,71.76000214,65.93521881,34770300
05-06-17,71.97000122,72.88999939,71.80999756,72.27999878,66.41301727,33316800
06-06-17,72.30000305,72.62000275,72.26999664,72.51999664,66.63353729,31511100
07-06-17,72.63999939,72.76999664,71.94999695,72.38999939,66.51409149,22301800
08-06-17,72.51000214,72.51999664,71.5,71.94999695,66.10980225,24588300
09-06-17,72.04000092,72.08000183,68.58999634,70.31999969,64.61212158,49187400
12-06-17,69.25,69.94000244,68.12999725,69.77999878,64.11593628,47761700
13-06-17,70.01999664,70.81999969,69.95999908,70.65000153,64.9153595,25258600
14-06-17,70.91000366,71.09999847,69.43000031,70.26999664,64.56616974,25510700
15-06-17,69.26999664,70.20999908,68.80000305,69.90000153,64.22621918,26068700
16-06-17,69.73000336,70.02999878,69.22000122,70,64.31809235,48345100
19-06-17,70.5,70.94000244,70.34999847,70.87000275,65.11747742,23798300
20-06-17,70.81999969,70.87000275,69.87000275,69.91000366,64.23539734,21512200
21-06-17,70.20999908,70.62000275,69.94000244,70.26999664,64.56616974,19891100
22-06-17,70.54000092,70.58999634,69.70999908,70.26000214,64.55699921,22965700
23-06-17,70.08999634,71.25,69.91999817,71.20999908,65.42987061,27617300
26-06-17,71.40000153,71.70999908,70.44000244,70.52999878,64.80505371,19607000
27-06-17,70.11000061,70.18000031,69.18000031,69.20999908,63.59220123,25215100
28-06-17,69.20999908,69.83999634,68.79000092,69.80000305,64.13432312,25806200
29-06-17,69.37999725,69.48999786,68.08999634,68.48999786,62.93064117,28918700
30-06-17,68.77999878,69.37999725,68.73999786,68.93000031,63.33494186,24161100
03-07-17,69.33000183,69.59999847,68.01999664,68.16999817,62.63663483,16165500
05-07-17,68.26000214,69.44000244,68.22000122,69.08000183,63.47277832,21176300
06-07-17,68.26999664,68.77999878,68.12000275,68.56999969,63.00418472,21117600
07-07-17,68.69999695,69.83999634,68.69999695,69.45999908,63.82193375,16878300
10-07-17,69.45999908,70.25,69.19999695,69.98000336,64.29972076,15014500
11-07-17,70,70.68000031,69.75,69.98999786,64.30890656,17460000
12-07-17,70.69000244,71.27999878,70.55000305,71.15000153,65.37475586,17750900
13-07-17,71.5,72.04000092,71.30999756,71.76999664,65.94444275,20269800
14-07-17,72.23999786,73.26999664,71.95999908,72.77999878,66.87245941,25868100
17-07-17,72.80000305,73.44999695,72.72000122,73.34999847,67.39615631,21803900
18-07-17,73.08999634,73.38999939,72.66000366,73.30000305,67.35022736,26435300
19-07-17,73.5,74.04000092,73.44999695,73.86000061,67.86477661,22416200
20-07-17,74.18000031,74.30000305,73.27999878,74.22000122,68.19556427,42361000
21-07-17,73.44999695,74.29000092,73.16999817,73.79000092,67.80043793,46717100
24-07-17,73.52999878,73.75,73.12999725,73.59999847,67.62588501,21394800
25-07-17,73.80000305,74.30999756,73.5,74.19000244,68.16797638,22018700
26-07-17,74.33999634,74.37999725,73.80999756,74.05000305,68.03936005,16252200
27-07-17,73.76000214,74.41999817,72.31999969,73.16000366,67.22158813,36844200
28-07-17,72.66999817,73.30999756,72.54000092,73.04000092,67.11135101,18306700
31-07-17,73.30000305,73.44000244,72.41000366,72.69999695,66.79893494,23600100
